Timestamp,Type,Severity,Message
2026-01-26 14:02:12,ALERT,HIGH,Camera blackout detected for 18s
2026-01-26 14:02:12,ALERT,HIGH,Camera blackout detected for 18s
2026-01-26 14:02:12,ALERT,HIGH,Camera blackout detected for 19s
2026-01-26 14:02:13,ALERT,HIGH,Camera blackout detected for 19s
2026-01-26 14:02:13,ALERT,HIGH,Camera blackout detected for 19s
2026-01-26 14:02:13,ALERT,HIGH,Camera blackout detected for 19s
2026-01-26 14:02:13,ALERT,HIGH,Camera blackout detected for 19s
2026-01-26 14:02:13,ALERT,HIGH,Camera blackout detected for 19s
2026-01-26 14:02:13,ALERT,HIGH,Camera blackout detected for 19s
2026-01-26 14:02:13,ALERT,HIGH,Camera blackout detected for 19s
2026-01-26 14:02:13,ALERT,HIGH,Camera blackout detected for 19s
2026-01-26 14:02:14,ALERT,HIGH,Camera blackout detected for 20s
2026-01-26 14:02:14,ALERT,HIGH,Camera blackout detected for 20s
2026-01-26 14:02:14,ALERT,HIGH,Camera blackout detected for 20s
2026-01-26 14:02:14,ALERT,HIGH,Camera blackout detected for 20s
2026-01-26 14:02:14,ALERT,HIGH,Camera blackout detected for 20s
2026-01-26 14:02:14,ALERT,HIGH,Camera blackout detected for 20s
2026-01-26 14:02:14,ALERT,HIGH,Camera blackout detected for 20s
2026-01-26 14:02:14,ALERT,HIGH,Camera blackout detected for 20s
2026-01-26 14:02:15,ALERT,HIGH,Camera blackout detected for 21s
2026-01-26 14:02:15,ALERT,HIGH,Camera blackout detected for 21s
2026-01-26 14:02:15,ALERT,HIGH,Camera blackout detected for 21s
2026-01-26 14:02:15,ALERT,HIGH,Camera blackout detected for 21s
2026-01-26 14:02:15,ALERT,HIGH,Camera blackout detected for 21s
2026-01-26 14:02:15,ALERT,HIGH,Camera blackout detected for 21s
2026-01-26 14:02:15,ALERT,HIGH,Camera blackout detected for 21s
2026-01-26 14:02:15,ALERT,HIGH,Camera blackout detected for 21s
2026-01-26 14:02:15,ALERT,HIGH,Camera blackout detected for 22s
2026-01-26 14:02:16,ALERT,HIGH,Camera blackout detected for 22s
2026-01-26 14:02:16,ALERT,HIGH,Camera blackout detected for 22s
2026-01-26 14:02:16,ALERT,HIGH,Camera blackout detected for 22s
2026-01-26 14:02:16,ALERT,HIGH,Camera blackout detected for 22s
2026-01-26 14:02:16,ALERT,HIGH,Camera blackout detected for 22s
2026-01-26 14:02:16,ALERT,HIGH,Camera blackout detected for 22s
2026-01-26 14:02:16,ALERT,HIGH,Camera blackout detected for 22s
2026-01-26 14:02:16,ALERT,HIGH,Camera blackout detected for 22s
2026-01-26 14:02:17,ALERT,HIGH,Camera blackout detected for 23s
2026-01-26 14:02:17,ALERT,HIGH,Camera blackout detected for 23s
2026-01-26 14:02:17,ALERT,HIGH,Camera blackout detected for 23s
2026-01-26 14:02:17,ALERT,HIGH,Camera blackout detected for 23s
2026-01-26 14:02:17,ALERT,HIGH,Camera blackout detected for 23s
2026-01-26 14:02:17,ALERT,HIGH,Camera blackout detected for 23s
2026-01-26 14:02:17,ALERT,HIGH,Camera blackout detected for 23s
2026-01-26 14:02:17,ALERT,HIGH,Camera blackout detected for 23s
2026-01-26 14:02:18,ALERT,HIGH,Camera blackout detected for 24s
2026-01-26 14:02:18,ALERT,HIGH,Camera blackout detected for 24s
2026-01-26 14:02:18,ALERT,HIGH,Camera blackout detected for 24s
2026-01-26 14:02:18,ALERT,HIGH,Camera blackout detected for 24s
2026-01-26 14:02:18,ALERT,HIGH,Camera blackout detected for 24s
2026-01-26 14:02:18,ALERT,HIGH,Camera blackout detected for 24s
2026-01-26 14:02:18,ALERT,HIGH,Camera blackout detected for 24s
2026-01-26 14:02:18,ALERT,HIGH,Camera blackout detected for 24s
2026-01-26 14:02:18,ALERT,HIGH,Camera blackout detected for 25s
2026-01-26 14:02:19,ALERT,HIGH,Camera blackout detected for 25s
2026-01-26 14:02:19,ALERT,HIGH,Camera blackout detected for 25s
2026-01-26 14:02:19,ALERT,HIGH,Camera blackout detected for 25s
2026-01-26 14:02:19,ALERT,HIGH,Camera blackout detected for 25s
2026-01-26 14:02:19,ALERT,HIGH,Camera blackout detected for 25s
2026-01-26 14:02:19,ALERT,HIGH,Camera blackout detected for 25s
2026-01-26 14:02:19,ALERT,HIGH,Camera blackout detected for 25s
2026-01-26 14:02:19,ALERT,HIGH,Camera blackout detected for 25s
2026-01-26 14:03:47,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 14:03:47,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 14:03:47,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 14:03:47,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 14:03:47,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 14:03:47,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 14:03:47,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 14:03:48,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 14:03:48,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 14:03:48,ALERT,HIGH,Camera blackout detected for 16s
2026-01-26 14:03:48,ALERT,HIGH,Camera blackout detected for 16s
2026-01-26 14:03:48,ALERT,HIGH,Camera blackout detected for 16s
2026-01-26 14:03:48,ALERT,HIGH,Camera blackout detected for 16s
2026-01-26 14:03:48,ALERT,HIGH,Camera blackout detected for 16s
2026-01-26 14:03:48,ALERT,HIGH,Camera blackout detected for 16s
2026-01-26 14:03:49,ALERT,HIGH,Camera blackout detected for 16s
2026-01-26 14:03:49,ALERT,HIGH,Camera blackout detected for 16s
2026-01-26 14:03:49,ALERT,HIGH,Camera blackout detected for 17s
2026-01-26 14:03:49,ALERT,HIGH,Camera blackout detected for 17s
2026-01-26 14:03:49,ALERT,HIGH,Camera blackout detected for 17s
2026-01-26 14:03:49,ALERT,HIGH,Camera blackout detected for 17s
2026-01-26 14:03:49,ALERT,HIGH,Camera blackout detected for 17s
2026-01-26 14:03:49,ALERT,HIGH,Camera blackout detected for 17s
2026-01-26 14:03:50,ALERT,HIGH,Camera blackout detected for 17s
2026-01-26 14:03:50,ALERT,HIGH,Camera blackout detected for 17s
2026-01-26 14:03:50,ALERT,HIGH,Camera blackout detected for 18s
2026-01-26 14:03:50,ALERT,HIGH,Camera blackout detected for 18s
2026-01-26 14:03:50,ALERT,HIGH,Camera blackout detected for 18s
2026-01-26 14:03:50,ALERT,HIGH,Camera blackout detected for 18s
2026-01-26 14:03:50,ALERT,HIGH,Camera blackout detected for 18s
2026-01-26 14:03:50,ALERT,HIGH,Camera blackout detected for 18s
2026-01-26 14:03:50,ALERT,HIGH,Camera blackout detected for 18s
2026-01-26 14:03:51,ALERT,HIGH,Camera blackout detected for 18s
2026-01-26 14:03:51,ALERT,HIGH,Camera blackout detected for 18s
2026-01-26 14:03:51,ALERT,HIGH,Camera blackout detected for 19s
2026-01-26 14:03:51,ALERT,HIGH,Camera blackout detected for 19s
2026-01-26 14:03:51,ALERT,HIGH,Camera blackout detected for 19s
2026-01-26 14:03:51,ALERT,HIGH,Camera blackout detected for 19s
2026-01-26 14:03:51,ALERT,HIGH,Camera blackout detected for 19s
2026-01-26 14:03:51,ALERT,HIGH,Camera blackout detected for 19s
2026-01-26 14:03:52,ALERT,HIGH,Camera blackout detected for 19s
2026-01-26 14:03:52,ALERT,HIGH,Camera blackout detected for 19s
2026-01-26 14:03:52,ALERT,HIGH,Camera blackout detected for 20s
2026-01-26 14:03:52,ALERT,HIGH,Camera blackout detected for 20s
2026-01-26 14:03:52,ALERT,HIGH,Camera blackout detected for 20s
2026-01-26 14:03:52,ALERT,HIGH,Camera blackout detected for 20s
2026-01-26 14:03:52,ALERT,HIGH,Camera blackout detected for 20s
2026-01-26 14:03:52,ALERT,HIGH,Camera blackout detected for 20s
2026-01-26 14:03:53,ALERT,HIGH,Camera blackout detected for 20s
2026-01-26 14:03:53,ALERT,HIGH,Camera blackout detected for 20s
2026-01-26 14:03:53,ALERT,HIGH,Camera blackout detected for 21s
2026-01-26 14:03:53,ALERT,HIGH,Camera blackout detected for 21s
2026-01-26 14:03:53,ALERT,HIGH,Camera blackout detected for 21s
2026-01-26 14:03:53,ALERT,HIGH,Camera blackout detected for 21s
2026-01-26 14:03:53,ALERT,HIGH,Camera blackout detected for 21s
2026-01-26 14:03:53,ALERT,HIGH,Camera blackout detected for 21s
2026-01-26 14:03:53,ALERT,HIGH,Camera blackout detected for 21s
2026-01-26 14:03:54,ALERT,HIGH,Camera blackout detected for 21s
2026-01-26 14:03:54,ALERT,HIGH,Camera blackout detected for 22s
2026-01-26 14:03:54,ALERT,HIGH,Camera blackout detected for 22s
2026-01-26 14:03:54,ALERT,HIGH,Camera blackout detected for 22s
2026-01-26 14:03:54,ALERT,HIGH,Camera blackout detected for 22s
2026-01-26 14:03:54,ALERT,HIGH,Camera blackout detected for 22s
2026-01-26 14:03:54,ALERT,HIGH,Camera blackout detected for 22s
2026-01-26 14:03:54,ALERT,HIGH,Camera blackout detected for 22s
2026-01-26 14:03:55,ALERT,HIGH,Camera blackout detected for 22s
2026-01-26 14:03:55,ALERT,HIGH,Camera blackout detected for 22s
2026-01-26 14:03:55,ALERT,HIGH,Camera blackout detected for 23s
2026-01-26 14:03:55,ALERT,HIGH,Camera blackout detected for 23s
2026-01-26 14:03:55,ALERT,HIGH,Camera blackout detected for 23s
2026-01-26 14:03:55,ALERT,HIGH,Camera blackout detected for 23s
2026-01-26 14:03:55,ALERT,HIGH,Camera blackout detected for 23s
2026-01-26 14:03:55,ALERT,HIGH,Camera blackout detected for 23s
2026-01-26 14:03:56,ALERT,HIGH,Camera blackout detected for 23s
2026-01-26 14:03:56,ALERT,HIGH,Camera blackout detected for 23s
2026-01-26 14:03:56,ALERT,HIGH,Camera blackout detected for 24s
2026-01-26 14:03:56,ALERT,HIGH,Camera blackout detected for 24s
2026-01-26 14:03:56,ALERT,HIGH,Camera blackout detected for 24s
2026-01-26 14:03:56,ALERT,HIGH,Camera blackout detected for 24s
2026-01-26 14:03:56,ALERT,HIGH,Camera blackout detected for 24s
2026-01-26 14:03:56,ALERT,HIGH,Camera blackout detected for 24s
2026-01-26 14:03:57,ALERT,HIGH,Camera blackout detected for 24s
2026-01-26 14:03:57,ALERT,HIGH,Camera blackout detected for 24s
2026-01-26 14:03:57,ALERT,HIGH,Camera blackout detected for 25s
2026-01-26 14:03:57,ALERT,HIGH,Camera blackout detected for 25s
2026-01-26 14:03:57,ALERT,HIGH,Camera blackout detected for 25s
2026-01-26 14:03:57,ALERT,HIGH,Camera blackout detected for 25s
2026-01-26 14:03:57,ALERT,HIGH,Camera blackout detected for 25s
2026-01-26 14:03:57,ALERT,HIGH,Camera blackout detected for 25s
2026-01-26 14:03:57,ALERT,HIGH,Camera blackout detected for 25s
2026-01-26 14:03:58,ALERT,HIGH,Camera blackout detected for 25s
2026-01-26 14:03:58,ALERT,HIGH,Camera blackout detected for 25s
2026-01-26 14:03:58,ALERT,HIGH,Camera blackout detected for 26s
2026-01-26 14:03:58,ALERT,HIGH,Camera blackout detected for 26s
2026-01-26 14:03:58,ALERT,HIGH,Camera blackout detected for 26s
2026-01-26 14:03:58,ALERT,HIGH,Camera blackout detected for 26s
2026-01-26 14:03:58,ALERT,HIGH,Camera blackout detected for 26s
2026-01-26 14:03:58,ALERT,HIGH,Camera blackout detected for 26s
2026-01-26 14:03:59,ALERT,HIGH,Camera blackout detected for 26s
2026-01-26 14:03:59,ALERT,HIGH,Camera blackout detected for 26s
2026-01-26 14:03:59,ALERT,HIGH,Camera blackout detected for 27s
2026-01-26 14:03:59,ALERT,HIGH,Camera blackout detected for 27s
2026-01-26 14:03:59,ALERT,HIGH,Camera blackout detected for 27s
2026-01-26 14:03:59,ALERT,HIGH,Camera blackout detected for 27s
2026-01-26 14:03:59,ALERT,HIGH,Camera blackout detected for 27s
2026-01-26 14:03:59,ALERT,HIGH,Camera blackout detected for 27s
2026-01-26 14:04:00,ALERT,HIGH,Camera blackout detected for 27s
2026-01-26 14:04:00,ALERT,HIGH,Camera blackout detected for 27s
2026-01-26 14:04:00,ALERT,HIGH,Camera blackout detected for 28s
2026-01-26 14:04:00,ALERT,HIGH,Camera blackout detected for 28s
2026-01-26 14:04:00,ALERT,HIGH,Camera blackout detected for 28s
2026-01-26 14:04:00,ALERT,HIGH,Camera blackout detected for 28s
2026-01-26 14:04:00,ALERT,HIGH,Camera blackout detected for 28s
2026-01-26 14:04:00,ALERT,HIGH,Camera blackout detected for 28s
2026-01-26 14:04:00,ALERT,HIGH,Camera blackout detected for 28s
2026-01-26 14:04:01,ALERT,HIGH,Camera blackout detected for 28s
2026-01-26 14:04:01,ALERT,HIGH,Camera blackout detected for 28s
2026-01-26 14:04:01,ALERT,HIGH,Camera blackout detected for 29s
2026-01-26 14:04:01,ALERT,HIGH,Camera blackout detected for 29s
2026-01-26 14:04:01,ALERT,HIGH,Camera blackout detected for 29s
2026-01-26 14:04:01,ALERT,HIGH,Camera blackout detected for 29s
2026-01-26 14:04:01,ALERT,HIGH,Camera blackout detected for 29s
2026-01-26 14:04:01,ALERT,HIGH,Camera blackout detected for 29s
2026-01-26 14:04:02,ALERT,HIGH,Camera blackout detected for 29s
2026-01-26 14:04:02,ALERT,HIGH,Camera blackout detected for 29s
2026-01-26 14:04:02,ALERT,HIGH,Camera blackout detected for 30s
2026-01-26 14:04:02,ALERT,HIGH,Camera blackout detected for 30s
2026-01-26 14:04:02,ALERT,HIGH,Camera blackout detected for 30s
2026-01-26 14:04:02,ALERT,HIGH,Camera blackout detected for 30s
2026-01-26 14:04:02,ALERT,HIGH,Camera blackout detected for 30s
2026-01-26 14:04:02,ALERT,HIGH,Camera blackout detected for 30s
2026-01-26 14:04:03,ALERT,HIGH,Camera blackout detected for 30s
2026-01-26 14:04:03,ALERT,HIGH,Camera blackout detected for 30s
2026-01-26 14:04:03,ALERT,HIGH,Camera blackout detected for 31s
2026-01-26 14:04:03,ALERT,HIGH,Camera blackout detected for 31s
2026-01-26 14:04:03,ALERT,HIGH,Camera blackout detected for 31s
2026-01-26 14:04:03,ALERT,HIGH,Camera blackout detected for 31s
2026-01-26 14:04:03,ALERT,HIGH,Camera blackout detected for 31s
2026-01-26 14:04:03,ALERT,HIGH,Camera blackout detected for 31s
2026-01-26 14:04:03,ALERT,HIGH,Camera blackout detected for 31s
2026-01-26 14:04:04,ALERT,HIGH,Camera blackout detected for 31s
2026-01-26 14:04:04,ALERT,HIGH,Camera blackout detected for 31s
2026-01-26 14:04:04,ALERT,HIGH,Camera blackout detected for 32s
2026-01-26 14:04:04,ALERT,HIGH,Camera blackout detected for 32s
2026-01-26 14:04:04,ALERT,HIGH,Camera blackout detected for 32s
2026-01-26 14:04:04,ALERT,HIGH,Camera blackout detected for 32s
2026-01-26 14:04:04,ALERT,HIGH,Camera blackout detected for 32s
2026-01-26 14:05:29,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 14:05:29,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 14:05:29,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 14:05:29,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 14:05:30,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 14:05:30,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 14:05:30,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 14:05:30,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 14:05:30,ALERT,HIGH,Camera blackout detected for 16s
2026-01-26 14:05:30,ALERT,HIGH,Camera blackout detected for 16s
2026-01-26 14:05:30,ALERT,HIGH,Camera blackout detected for 16s
2026-01-26 14:05:30,ALERT,HIGH,Camera blackout detected for 16s
2026-01-26 14:05:31,ALERT,HIGH,Camera blackout detected for 16s
2026-01-26 14:05:31,ALERT,HIGH,Camera blackout detected for 16s
2026-01-26 14:05:31,ALERT,HIGH,Camera blackout detected for 16s
2026-01-26 14:05:31,ALERT,HIGH,Camera blackout detected for 16s
2026-01-26 14:05:31,ALERT,HIGH,Camera blackout detected for 16s
2026-01-26 14:05:31,ALERT,HIGH,Camera blackout detected for 17s
2026-01-26 14:05:31,ALERT,HIGH,Camera blackout detected for 17s
2026-01-26 14:05:31,ALERT,HIGH,Camera blackout detected for 17s
2026-01-26 14:05:32,ALERT,HIGH,Camera blackout detected for 17s
2026-01-26 14:05:32,ALERT,HIGH,Camera blackout detected for 17s
2026-01-26 14:05:32,ALERT,HIGH,Camera blackout detected for 17s
2026-01-26 14:05:32,ALERT,HIGH,Camera blackout detected for 17s
2026-01-26 14:05:32,ALERT,HIGH,Camera blackout detected for 17s
2026-01-26 14:05:32,ALERT,HIGH,Camera blackout detected for 18s
2026-01-26 14:05:32,ALERT,HIGH,Camera blackout detected for 18s
2026-01-26 14:05:32,ALERT,HIGH,Camera blackout detected for 18s
2026-01-26 14:05:32,ALERT,HIGH,Camera blackout detected for 18s
2026-01-26 14:05:33,ALERT,HIGH,Camera blackout detected for 18s
2026-01-26 14:05:33,ALERT,HIGH,Camera blackout detected for 18s
2026-01-26 14:05:33,ALERT,HIGH,Camera blackout detected for 18s
2026-01-26 14:05:33,ALERT,HIGH,Camera blackout detected for 18s
2026-01-26 14:05:33,ALERT,HIGH,Camera blackout detected for 19s
2026-01-26 14:05:33,ALERT,HIGH,Camera blackout detected for 19s
2026-01-26 14:05:33,ALERT,HIGH,Camera blackout detected for 19s
2026-01-26 14:05:33,ALERT,HIGH,Camera blackout detected for 19s
2026-01-26 14:05:34,ALERT,HIGH,Camera blackout detected for 19s
2026-01-26 14:05:34,ALERT,HIGH,Camera blackout detected for 19s
2026-01-26 14:05:34,ALERT,HIGH,Camera blackout detected for 19s
2026-01-26 14:05:34,ALERT,HIGH,Camera blackout detected for 19s
2026-01-26 14:05:34,ALERT,HIGH,Camera blackout detected for 19s
2026-01-26 14:05:34,ALERT,HIGH,Camera blackout detected for 20s
2026-01-26 14:05:34,ALERT,HIGH,Camera blackout detected for 20s
2026-01-26 14:05:34,ALERT,HIGH,Camera blackout detected for 20s
2026-01-26 14:05:35,ALERT,HIGH,Camera blackout detected for 20s
2026-01-26 14:05:35,ALERT,HIGH,Camera blackout detected for 20s
2026-01-26 14:05:35,ALERT,HIGH,Camera blackout detected for 20s
2026-01-26 14:05:35,ALERT,HIGH,Camera blackout detected for 20s
2026-01-26 14:05:35,ALERT,HIGH,Camera blackout detected for 20s
2026-01-26 14:05:35,ALERT,HIGH,Camera blackout detected for 21s
2026-01-26 14:05:35,ALERT,HIGH,Camera blackout detected for 21s
2026-01-26 14:05:35,ALERT,HIGH,Camera blackout detected for 21s
2026-01-26 14:05:35,ALERT,HIGH,Camera blackout detected for 21s
2026-01-26 14:05:36,ALERT,HIGH,Camera blackout detected for 21s
2026-01-26 14:05:36,ALERT,HIGH,Camera blackout detected for 21s
2026-01-26 14:05:36,ALERT,HIGH,Camera blackout detected for 21s
2026-01-26 14:05:36,ALERT,HIGH,Camera blackout detected for 21s
2026-01-26 14:05:36,ALERT,HIGH,Camera blackout detected for 22s
2026-01-26 14:05:36,ALERT,HIGH,Camera blackout detected for 22s
2026-01-26 14:05:36,ALERT,HIGH,Camera blackout detected for 22s
2026-01-26 14:05:36,ALERT,HIGH,Camera blackout detected for 22s
2026-01-26 14:05:37,ALERT,HIGH,Camera blackout detected for 22s
2026-01-26 14:05:37,ALERT,HIGH,Camera blackout detected for 22s
2026-01-26 14:05:37,ALERT,HIGH,Camera blackout detected for 22s
2026-01-26 14:05:37,ALERT,HIGH,Camera blackout detected for 22s
2026-01-26 14:05:37,ALERT,HIGH,Camera blackout detected for 22s
2026-01-26 14:05:37,ALERT,HIGH,Camera blackout detected for 23s
2026-01-26 14:05:37,ALERT,HIGH,Camera blackout detected for 23s
2026-01-26 14:05:37,ALERT,HIGH,Camera blackout detected for 23s
2026-01-26 14:05:38,ALERT,HIGH,Camera blackout detected for 23s
2026-01-26 14:05:38,ALERT,HIGH,Camera blackout detected for 23s
2026-01-26 14:05:38,ALERT,HIGH,Camera blackout detected for 23s
2026-01-26 14:05:38,ALERT,HIGH,Camera blackout detected for 23s
2026-01-26 14:08:43,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 14:08:43,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 14:08:43,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 14:08:44,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 14:08:44,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 14:08:44,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 14:08:44,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 14:08:44,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 14:08:44,ALERT,HIGH,Camera blackout detected for 16s
2026-01-26 14:08:44,ALERT,HIGH,Camera blackout detected for 16s
2026-01-26 14:08:44,ALERT,HIGH,Camera blackout detected for 16s
2026-01-26 14:08:45,ALERT,HIGH,Camera blackout detected for 16s
2026-01-26 14:08:45,ALERT,HIGH,Camera blackout detected for 16s
2026-01-26 14:08:45,ALERT,HIGH,Camera blackout detected for 16s
2026-01-26 14:08:45,ALERT,HIGH,Camera blackout detected for 16s
2026-01-26 14:08:45,ALERT,HIGH,Camera blackout detected for 16s
2026-01-26 14:08:45,ALERT,HIGH,Camera blackout detected for 17s
2026-01-26 14:08:45,ALERT,HIGH,Camera blackout detected for 17s
2026-01-26 14:08:45,ALERT,HIGH,Camera blackout detected for 17s
2026-01-26 14:08:46,ALERT,HIGH,Camera blackout detected for 17s
2026-01-26 14:08:46,ALERT,HIGH,Camera blackout detected for 17s
2026-01-26 14:08:46,ALERT,HIGH,Camera blackout detected for 17s
2026-01-26 14:08:46,ALERT,HIGH,Camera blackout detected for 17s
2026-01-26 14:08:46,ALERT,HIGH,Camera blackout detected for 17s
2026-01-26 14:08:46,ALERT,HIGH,Camera blackout detected for 17s
2026-01-26 14:08:46,ALERT,HIGH,Camera blackout detected for 18s
2026-01-26 14:08:46,ALERT,HIGH,Camera blackout detected for 18s
2026-01-26 14:08:46,ALERT,HIGH,Camera blackout detected for 18s
2026-01-26 14:08:47,ALERT,HIGH,Camera blackout detected for 18s
2026-01-26 16:45:37,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 16:45:37,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 16:45:38,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 16:45:38,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 16:45:38,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 16:45:38,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 16:45:38,ALERT,HIGH,Camera blackout detected for 15s
2026-01-26 16:45:38,ALERT,HIGH,Camera blackout detected for 15s
